actors,actor_ids,genders,birthplaces,ages,movies,movie_ID
Dolph Lundgren,16644,2,"Stockholm, Sweden",66.0,"['The Expendables', 'Icarus', 'In the Name of the King 2: Two Worlds', 'The Rocky Saga: Going the Distance', 'The Expendables 2', 'Small Apartments', 'Stash House', 'Universal Soldier: Day of Reckoning', 'One in the Chamber', ""Inferno: The Making of 'The Expendables'"", 'The Expendables 3', 'Battle of the Damned', 'Blood of Redemption', 'Ambushed', 'All Out of Bullets', 'Legendary: Tomb of the Dragon', 'Puncture Wounds', 'Electric Boogaloo: The Wild, Untold Story of Cannon Films', 'Skin Trade', 'Shark Lake', 'The Real Miyagi', '7 Days in Hell', '4Got10', ""Gods of War: Assembling Earth's Mightiest Anti-Heroes"", 'The Making of The Expendables 3', 'Kindergarten Cop 2', 'Hail, Caesar!', 'Welcome to Willits', ""Don't Kill It"", 'Female Fight Squad', 'Altitude', 'Aquaman', 'Larceny', 'Black Water', 'Tour de Pharmacy', 'Sharknado 5: Global Swarming', 'Stopping Traffic: The Movement to End Sex Trafficking', 'Creed II', 'Dead Trigger', 'Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe', 'The Tracker', 'Acceleration', 'Hard Night Falling', 'Wanted Man', 'Minions: The Rise of Gru', 'Castle Falls', 'Pups Alone', 'Expend4bles', 'Aquaman and the Lost Kingdom', 'Seal Team', 'Section 8', ""The Making of 'Rocky vs. Drago'"", 'One Night: Joshua vs. Ruiz', 'Operation Seawolf', 'Come Out Fighting', 'The Best Man', 'Showdown at the Grand', 'Casino Jack and the United States of Money', 'From Rocky to Creed: The Legacy Continues', 'Sly', 'Jean-Claude van Damme: Karate King']","[27578.0, 35402.0, 80410.0, 81830.0, 76163.0, 95755.0, 102630.0, 122857.0, 122924.0, 145308.0, 138103.0, 185471.0, 220820.0, 216541.0, 238102.0, 226672.0, 252830.0, 282041.0, 327833.0, 299553.0, 347835.0, 287689.0, 362046.0, 178619.0, 327154.0, 383121.0, 270487.0, 406112.0, 405882.0, 440777.0, 443700.0, 297802.0, 445962.0, 454615.0, 458506.0, 438970.0, 471939.0, 480530.0, 462115.0, 540556.0, 565214.0, 646150.0, 605368.0, 666035.0, 438148.0, 683311.0, 761548.0, 299054.0, 572802.0, 823610.0, 893228.0, 895595.0, 649861.0, 1018494.0, 1047925.0, 1094319.0, 1117269.0, 44999.0, 377380.0, 1146302.0, 1103705.0]"
Domhnall Gleeson,93210,2,"Dublin, Ireland",40.0,"['Harry Potter and the Deathly Hallows: Part 2', 'Never Let Me Go', 'True Grit', 'Dredd', 'Shadow Dancer', 'Anna Karenina', 'About Time', 'Unbroken', 'Ex Machina', 'Calvary', 'Brooklyn', 'Frank', 'Harry Potter and the Deathly Hallows: Part 1', 'Star Wars: The Force Awakens', 'The Revenant', 'A Futile and Stupid Gesture', 'Star Wars: The Last Jedi', 'mother!', 'American Made', 'Goodbye Christopher Robin', 'Peter Rabbit', 'Crash Pad', 'The Little Stranger', 'When Harvey Met Bob', 'The Kitchen', 'Star Wars: The Rise of Skywalker', 'Peter Rabbit 2: The Runaway', ""Through the Looking Glass: Making 'Ex Machina'"", 'The Skywalker Legacy']","[12445.0, 42188.0, 44264.0, 49049.0, 84336.0, 96724.0, 122906.0, 227306.0, 264660.0, 157832.0, 167073.0, 171372.0, 12444.0, 140607.0, 281957.0, 391710.0, 181808.0, 381283.0, 337170.0, 418680.0, 381719.0, 390053.0, 455108.0, 76187.0, 487680.0, 181812.0, 522478.0, 588933.0, 680382.0]"
Dominic Monaghan,1330,2,"Berlin, Germany",47.0,"['The Day', 'The Millionaire Tour', 'Soldiers of Fortune', 'Pet', 'Molly Moon and the Incredible Book of Hypnotism', 'Atomica', 'Mute', 'Star Wars: The Rise of Skywalker', 'Radioflash', 'The Skywalker Legacy', 'Waterlily Jaguar', 'Last Looks', 'Edge of the World']","[84226.0, 101056.0, 112304.0, 353979.0, 350505.0, 188924.0, 401371.0, 181812.0, 492002.0, 680382.0, 705109.0, 557946.0, 806690.0]"
Dominic West,17287,2,"Sheffield, Yorkshire, England, UK",54.0,"['Centurion', 'A Christmas Carol', 'From Time to Time', 'John Carter', 'Johnny English Reborn', 'The Awakening', 'The Gambler', 'Burton and Taylor', 'The UK Gold', 'Pride', 'Testament of Youth', 'Genius', 'National Theatre Live: Les Liaisons Dangereuses', 'Money Monster', 'Finding Dory', 'Marine Life Interviews', 'Arthur Christmas', 'Tomb Raider', 'Muse of Fire', 'Jackboots on Whitehall', 'Revolting Rhymes', 'The Square', 'Colette', 'The Day They Dropped The Bomb', 'Downton Abbey: A New Era']","[23759.0, 656968.0, 49391.0, 49529.0, 58233.0, 77949.0, 284536.0, 209091.0, 234599.0, 234200.0, 284689.0, 267192.0, 373903.0, 303858.0, 127380.0, 427004.0, 51052.0, 338970.0, 232599.0, 58760.0, 430162.0, 401246.0, 454652.0, 370990.0, 820446.0]"
Dominique McElligott,115146,1,"Dublin, Ireland",38.0,"['Leap Year', 'The Guard', 'Broken Night', 'Blackthorn', 'Two/One']","[25195.0, 67913.0, 159826.0, 68818.0, 494972.0]"
Dominique Tipper,1361876,1,"London, England",38.0,"['Vampire Academy', 'MindGamers', 'Fast Girls', 'The Girl with All the Gifts', 'Fantastic Beasts and Where to Find Them', 'Monday', 'One Ranger', 'The After']","[203739.0, 362583.0, 113294.0, 375366.0, 259316.0, 550524.0, 1093994.0, 347520.0]"
Don Cheadle,1896,2,"Kansas City, Missouri, USA ",59.0,"[""Brooklyn's Finest"", 'Manic', 'The Guard', ""A Man's Story"", 'Flight', 'Kingdom Come', 'Miles Ahead', 'Iron Man 2', 'Avengers: Age of Ultron', 'Captain America: Civil War', 'Iron Man 3', 'Kevin Hart: What Now?', 'David Blaine: Beyond Magic', 'Avengers: Infinity War', 'Captain Planet with Don Cheadle', 'Captain Marvel', 'Space Jam: A New Legacy', 'No Sudden Move', 'Avengers: Endgame', 'Chadwick Boseman: A Tribute for a King', 'Nations United: Urgent Solutions for Urgent Times', ""I Ain't Scared of You: A Tribute to Bernie Mac"", '30 for 30: The Bunny & the GOAT', 'With/In Volume 1', 'One World: Together at Home', ""Marvel Studios' 2021 Disney+ Day Special"", ""Celebrating Marvel's Stan Lee"", 'With/In Volume 2', 'Don Cheadle is Captain Planet - Part 2', 'Unstoppable', 'Marvel Studios Assembled: The Making of Secret Invasion']","[26390.0, 523772.0, 67913.0, 85770.0, 87502.0, 136558.0, 316000.0, 10138.0, 99861.0, 271110.0, 68721.0, 339927.0, 426222.0, 299536.0, 465743.0, 299537.0, 379686.0, 649409.0, 299534.0, 738005.0, 746542.0, 87842.0, 837521.0, 838480.0, 694527.0, 877188.0, 662151.0, 838482.0, 1048140.0, 44048.0, 1165500.0]"
Don Johnson,25129,2,"Flat Creek, Missouri, United States",74.0,"['Machete', 'Bucky Larson: Born to Be a Star', 'Django Unchained', 'WWE: DX: One Last Stand', 'Cold in July', 'The Other Woman', 'Law of the Land', 'Alex of Venice', 'Brawl in Cell Block 99', 'Blood of 1000 Virgins', 'Vengeance: A Love Story', 'Dragged Across Concrete', 'Book Club', 'Knives Out', 'Vault', 'When in Rome', 'A Good Old Fashioned Orgy', 'A Little White Lie', 'Nash Bridges', 'Book Club: The Next Chapter', 'High Heat', 'The Collective']","[23631.0, 67911.0, 68718.0, 72748.0, 244509.0, 52505.0, 400401.0, 259958.0, 398175.0, 256763.0, 397415.0, 438674.0, 502682.0, 546554.0, 607822.0, 13477.0, 69778.0, 714964.0, 891219.0, 982271.0, 1015963.0, 1060090.0]"
Donal Logue,10825,2,"Ottawa, Ontario, Canada",58.0,"['Charlie St. Cloud', 'Shark Night 3D', 'Oliver Sherman', 'CBGB', 'Silent Night', 'Kill for Me', '9 Full Moons', 'The Reef 2: High Tide', 'The Cloverfield Paradox', 'Little Women', 'We Only Know So Much', 'Inmate #1: The Rise of Danny Trejo', 'Resident Evil: Welcome to Raccoon City', 'All My Puny Sorrows', 'Sometime Other Than Now', 'Door Mouse', 'Common Ground']","[37950.0, 65055.0, 86495.0, 111479.0, 664574.0, 167305.0, 207226.0, 132601.0, 384521.0, 331482.0, 598708.0, 611761.0, 460458.0, 782092.0, 796595.0, 807023.0, 1115131.0]"
Donald Glover,119589,2,"Stone Mountain, Georgia, USA",40.0,"['Robot Chicken: Star Wars Episode III', 'The To Do List', 'The Martian', 'The Lazarus Effect', 'Magic Mike XXL', 'The Muppets', 'Spider-Man: Homecoming', 'Solo: A Star Wars Story', 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'Guava Island', 'Shut Up and Play the Hits', 'Beyoncé Presents: Making The Gift', 'The Disney Family Singalong - Volume II', 'Harmontown', 'Donald Glover: Weirdo', 'Community Table Read', 'Adele One Night Only', 'Men in Black: International', 'Best Coast: Our Deal', 'Spider-Man: All Roads Lead to No Way Home', 'Common Ground', 'Spider-Man: Across the Spider-Verse']","[51888.0, 129139.0, 286217.0, 243940.0, 264999.0, 64328.0, 315635.0, 348350.0, 218778.0, 543343.0, 83589.0, 631799.0, 702920.0, 253292.0, 84154.0, 880087.0, 896633.0, 479455.0, 941508.0, 961651.0, 1115131.0, 569094.0]"
Donald Sutherland,55636,2,"Saint John, New Brunswick, Canada",88.0,"['The Mechanic', 'The Con Artist', 'The Eagle', 'Man on the Train', 'The Hunger Games', 'Horrible Bosses', 'Jock the Hero Dog', 'The Hunger Games: Catching Fire', 'Dawn Rider', 'The Best Offer', ""Assassin's Bullet"", 'Jappeloup', 'Basmati Blues', 'The Calling', 'The Hunger Games: Mockingjay - Part 1', ""Pirate's Passage"", 'The Hunger Games: Mockingjay - Part 2', ""Nicolas Roeg: It's About Time..."", 'Forsaken', ""Milton's Secret"", 'Measure of a Man', 'Point and Shoot', 'The Leisure Seeker', 'The Burnt Orange Heresy', 'American Hangman', 'Backdraft 2', 'The Mockingjay Lives: The Making of the Hunger Games: Mockingjay Part 1', 'Alone', 'Ad Astra', 'La Classe américaine', 'The Physics of Sorrow', 'Moonfall', ""A Reindeer's Journey"", 'JFK Revisited: Through the Looking Glass', 'The World Is Watching: Making the Hunger Games', 'Surviving the Game: Making The Hunger Games: Catching Fire', ""Mr. Harrigan's Phone"", ""Miranda's Victim"", 'The Hunger Games: Letters From The Rose Garden', 'For the Love of Spock', 'The Hunger Games: The Ballad of Songbirds & Snakes']","[27582.0, 61107.0, 49494.0, 80299.0, 70160.0, 51540.0, 81670.0, 101299.0, 109500.0, 152742.0, 117923.0, 172106.0, 271715.0, 283384.0, 131631.0, 324978.0, 131634.0, 346879.0, 354110.0, 410694.0, 411996.0, 416759.0, 449749.0, 566872.0, 567738.0, 587808.0, 514231.0, 661950.0, 419704.0, 738017.0, 619661.0, 406759.0, 478503.0, 836486.0, 513866.0, 871533.0, 723419.0, 980816.0, 1052388.0, 338544.0, 695721.0]"
Donna Mills,50234,1,"Chicago, Illinois, USA",83.0,"['Deadly Revenge', '12 Gifts of Christmas', 'Sharknado 4: The 4th Awakens', 'Christmas Wishes & Mistletoe Kisses', 'Carol of the Bells', 'The Story of Soaps', 'Nope', 'Remember', 'Origin', ""Ladies of the '80s: A Divas Christmas""]","[264760.0, 363483.0, 390989.0, 604553.0, 677538.0, 706380.0, 762504.0, 302528.0, 753336.0, 1187005.0]"
Donnie Yen,1341,2,Guangzhou，Guangdong Province，China,60.0,"['14 Blades', 'Ip Man 2', 'The Lost Bladesman', 'Legend of the Fist: The Return of Chen Zhen', 'Dragon', ""All's Well, Ends Well 2011"", ""All's Well, Ends Well"", 'The Monkey King', 'Special ID', 'Crouching Tiger, Hidden Dragon: Sword of Destiny', 'Iceman', 'Kung Fu Jungle', 'Ip Man 3', 'xXx: Return of Xander Cage', 'Golden Chickensss', 'Together', 'Rogue One: A Star Wars Story', 'Ip Man 4: The Finale', 'Chasing the Dragon', 'Guardians of Martial Arts', 'Iceman: The Time Traveler', 'Enter the Fat Dragon', 'Big Brother', 'Raging Fire', 'An Inspector Calls', ""The Stories: The Making of 'Rogue One: A Star Wars Story'"", 'Kung Fu Stuntmen', 'New Kung Fu Cult Master', 'New Kung Fu Cult Master 2', 'Come Back Home', 'Sakra', 'John Wick: Chapter 4']","[34179.0, 37472.0, 62977.0, 47854.0, 70057.0, 54549.0, 85590.0, 832502.0, 222216.0, 263341.0, 467546.0, 290864.0, 365222.0, 47971.0, 254003.0, 837548.0, 330459.0, 449924.0, 449927.0, 487117.0, 490214.0, 503917.0, 504056.0, 513692.0, 359305.0, 533721.0, 868578.0, 931175.0, 933861.0, 973211.0, 990140.0, 603692.0]"
Doug Hutchison,6806,2,"Dover, Delaware, USA",63.0,['Walking the Mile'],[897465.0]
Dove Cameron,1098962,1,"Bainbridge Island, Washington, USA",28.0,"['Barely Lethal', 'Descendants', ""R.L. Stine's Monsterville: The Cabinet of Souls"", 'Hairspray Live!', 'Descendants 2', ""Dumplin'"", 'Descendants 3', 'Disney Parks Presents: A Descendants Magical Holiday Celebration', 'The Angry Birds Movie 2', 'Under the Sea: A Descendants Story', 'Hocus Pocus 25th Anniversary Halloween Bash', 'Disney Parks Presents a Disney Channel Holiday Celebration', 'Marvel Rising: Chasing Ghosts', 'Marvel Rising: Heart of Iron', 'Marvel Rising: Battle of the Bands', 'Marvel Rising: Operation Shuri', 'Disney Parks Unforgettable Christmas Celebration', 'Disney Parks Christmas Day Parade', 'Marvel Rising: Playing with Fire', 'The Disney Family Singalong', 'Vengeance', 'Descendants: The Royal Wedding', 'Good Mourning', 'Celebrating 100 Disney Channel Original Movies', 'Wicked Woods: A Descendants Halloween Story', 'Descendants 2: Emojified']","[248574.0, 277217.0, 362105.0, 409447.0, 417320.0, 472734.0, 506574.0, 509423.0, 454640.0, 551298.0, 555032.0, 490217.0, 576743.0, 583209.0, 592687.0, 592688.0, 644162.0, 643625.0, 592689.0, 694040.0, 683340.0, 805411.0, 865686.0, 906404.0, 749128.0, 1194516.0]"
Drew Barrymore,69597,1,"Culver City, California, USA",49.0,"['Scream', 'Firestarter', 'Big Miracle', 'Blended', 'Miss You Already', 'Spielberg', 'Bert Stern: Original Madman', ""The 'E.T.' Journals"", 'The Stand In', 'Family Guy Presents: Road to the North Pole', 'Who Are You, Charlie Brown?', 'Never Sleep Again: The Elm Street Legacy', 'A Castle for Christmas', 'Madame X Presents: Madame Xtra Q&A', 'Scream', 'Mariah Carey: Merry Christmas to All!', 'Triple Fisher: The Lethal Lolitas of Long Island', 'Showbiz Kids']","[646385.0, 532710.0, 78698.0, 232672.0, 290762.0, 467062.0, 94026.0, 617261.0, 633908.0, 659613.0, 836919.0, 37757.0, 758879.0, 916354.0, 646385.0, 1046852.0, 893727.0, 585530.0]"
Drew Starkey,1939676,2,"Asheville, North Carolina, USA",30.0,"['American Animals', 'The Hate U Give', 'Love, Simon', 'Mine 9', 'The Devil All the Time', 'Embattled', 'Just Mercy', 'Hellraiser', 'The Other Zoey', 'Extended Stay']","[489931.0, 470044.0, 449176.0, 564898.0, 499932.0, 592643.0, 522212.0, 338947.0, 912916.0, 1127055.0]"
Dustin Hoffman,4483,2,"Los Angeles, California, USA",86.0,"['Straw Dogs', 'Papillon', 'Hal', 'The Lost City', 'La Classe américaine', ""Barney's Version"", 'Little Fockers', 'Kung Fu Panda 2', 'Kung Fu Panda Holiday', 'Kung Fu Panda: Secrets of the Masters', 'Jews and Baseball: An American Love Story', 'Kung Fu Panda 3', ""All the President's Men Revisited"", 'Chef', ""Roald Dahl's Esio Trot"", 'Boychoir', 'The Cobbler', 'The Program', 'Mike Nichols: An American Master', 'The Meyerowitz Stories (New and Selected)', 'Kung Fu Panda: Secrets of the Scroll', 'All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone', 'Spielberg', 'Arthur Miller: A Man of His Century', 'Into the Labyrinth', 'And the Oscar Goes To...', 'Paul Williams Still Alive', 'La Classe américaine', 'Alan Pakula: Going for Truth', 'Billy Connolly: It’s Been a Pleasure...', 'Cameraman: The Life and Work of Jack Cardiff', 'As They Made Us', 'Sam & Kate', 'Casting By', 'PRIDE: To Be Seen - A Soul of a Nation Presentation', 'The Newspaperman: The Life and Times of Ben Bradlee', 'Mr. Saturday Night', 'Close Up', 'Led Zeppelin Played Here', ""Reinventing Elvis: The 68' Comeback"", 'Kung Fu Panda 4']","[64639.0, 433498.0, 322520.0, 752623.0, 738017.0, 46829.0, 39451.0, 49444.0, 50393.0, 81003.0, 77259.0, 140300.0, 189203.0, 212778.0, 313867.0, 286519.0, 238215.0, 271736.0, 380994.0, 396398.0, 381693.0, 410205.0, 467062.0, 588296.0, 602545.0, 253639.0, 93087.0, 738017.0, 649333.0, 777811.0, 76142.0, 644100.0, 844404.0, 127878.0, 991642.0, 479119.0, 890823.0, 1113682.0, 277618.0, 1146570.0, 1011985.0]"
Dwayne Johnson,18918,2,"Hayward, California, USA",52.0,"['Tooth Fairy', 'The Other Guys', 'Faster', 'Fast Five', 'Journey 2: The Mysterious Island', 'Fast & Furious 6', 'WWE Survivor Series 2011', 'The Rock: The Epic Journey of Dwayne Johnson', 'WWE WrestleMania XXVIII', 'Pain & Gain', 'Snitch', 'WWE WrestleMania 29', 'WWE Royal Rumble 2013', 'Hercules', 'WWE Elimination Chamber 2013', 'Empire State', 'Furious 7', 'WWE: The Rock vs John Cena: Once in a Lifetime', 'Rampage', 'Brock Lesnar: Best of the Beast', 'WWE: The Best of Raw - After the Show', 'WWE: Attitude Era: Vol. 2', 'Jungle Cruise', 'The Fate of the Furious', 'WWE: Top 50 Superstars of All Time', ""WWE's Biggest Knuckleheads"", 'WWE: Triple H: Thy Kingdom Come', 'Central Intelligence', 'Moana', 'The History of The WWE Hardcore Championship', 'Baywatch', 'WWE: Best Pay-Per-View Matches of 2013', 'WWE: Monday Night War Vol. 1: Shots Fired', 'San Andreas', 'Jumanji: Welcome to the Jungle', 'Jem and the Holograms', 'G.I. Joe: Retaliation', 'Gone Fishing', 'Fighting with My Family', 'WWE: WrestleMania Monday', 'Skyscraper', ""WWE: Best of the 2000's"", 'Kurt Angle: The Essential Collection', 'Black Adam', 'The Sheik', 'Rock and a Hard Place', 'Millennials: The Musical', 'Fast & Furious Presents: Hobbs & Shaw', 'Escape from Calypso Island', 'You Again', 'Why Did I Get Married Too?', 'Voice of the Islands', 'Red Notice', 'Jumanji: The Next Level', ""WWE: John Cena's Greatest Rivalries"", 'The King', 'Stone Cold Steve Austin: The Bottom Line on the Most Popular Superstar of All Time', 'The Words That Built America', 'Mickey’s 90th Spectacular', 'Straight Outta Dudleyville: The Legacy of the Dudley Boyz', 'The True Story of WrestleMania', 'For All Mankind - The Life and Career of Mick Foley', 'Randy Orton: The Evolution of a Predator', 'The Top 100 Moments In Raw History', 'WWE: The Best of SmackDown - 10th Anniversary, 1999-2009', 'Breaking the Code: Behind the Walls of Chris Jericho', 'The History of WWE: 50 Years of Sports Entertainment', 'The Ladder Match 2: Crash & Burn', 'Owen Hart of Gold', 'WWE: Best of WWE at Madison Square Garden', 'Trish & Lita – Best Friends, Better Rivals', '30 Rock: A One-Time Special', ""The Rock's Most Electrifying Matches"", 'WWE: The Attitude Era', 'WWE: OMG! The Top 50 Incidents in WWE History', 'My Way: The Life and Legacy of Pat Patterson', 'Rock Bottom Riser', 'DC League of Super-Pets', 'Meeting Stone Cold', 'Free Guy', 'Biography: “Stone Cold” Steve Austin', 'Never Forget: WWE Returns After 9/11', 'WWE Royal Rumble 2015', 'WWE WrestleMania XXVII', 'WWE WrestleMania XXX', 'WWE WrestleMania 32', 'WWE WrestleMania 31', 'Starrcast V: The Roast of Ric Flair', 'Black Adam: Saviour or Destroyer?', 'Moana', 'Fast X', 'Hart & Soul - The Hart Family Anthology', 'Once Upon a Studio', 'WWE WrestleMania XL Sunday', 'Breaking Olympia: The Phil Heath Story', 'WWE WrestleMania XL Saturday']","[23023.0, 27581.0, 41283.0, 51497.0, 72545.0, 82992.0, 79242.0, 97180.0, 99704.0, 134374.0, 134411.0, 180943.0, 163503.0, 184315.0, 168518.0, 169209.0, 168259.0, 330589.0, 427641.0, 264358.0, 275235.0, 303392.0, 451048.0, 337339.0, 72939.0, 352260.0, 223506.0, 302699.0, 277834.0, 401078.0, 339846.0, 411655.0, 411718.0, 254128.0, 353486.0, 266639.0, 72559.0, 444341.0, 445629.0, 446838.0, 447200.0, 449413.0, 464542.0, 436270.0, 261906.0, 444526.0, 429106.0, 384018.0, 429144.0, 38303.0, 35688.0, 496834.0, 512195.0, 512200.0, 330307.0, 504949.0, 80242.0, 464655.0, 559250.0, 387945.0, 59430.0, 186447.0, 73361.0, 187776.0, 397008.0, 162031.0, 246358.0, 238514.0, 371695.0, 330598.0, 617236.0, 716326.0, 731318.0, 745428.0, 80240.0, 790190.0, 794691.0, 539681.0, 822504.0, 550988.0, 863031.0, 873236.0, 312159.0, 60979.0, 257747.0, 380669.0, 327593.0, 1006560.0, 1040330.0, 277834.0, 385687.0, 195747.0, 1139087.0, 1005578.0, 1201117.0, 1005576.0]"
Dylan O'Brien,527393,2,"New York City, New York, USA",32.0,"['High Road', 'The Internship', 'The Maze Runner', 'Maze Runner: The Scorch Trials', 'Deepwater Horizon', 'Maze Runner: The Death Cure', 'American Assassin', 'Bumblebee', 'Love and Monsters', 'Infinite', 'Maximum Truth', 'Not Okay', 'All Too Well: The Short Film', ""Charlie Brown: Blockhead's Revenge"", 'Ben Platt: Live from Radio City Music Hall']","[89857.0, 116741.0, 198663.0, 294254.0, 296524.0, 336843.0, 415842.0, 424783.0, 590223.0, 581726.0, 839564.0, 838330.0, 897429.0, 949594.0, 699210.0]"
Dylan Wang,2050456,2,"Chengdu, Sichuan Province, China",25.0,['Look up and See joy'],[1077236.0]
Déborah Révy,1016071,1,"Lyon,France",37.0,"['My Little Princess', 'Love', 'Augustine', 'Voyeur(s)']","[78363.0, 292431.0, 127856.0, 865628.0]"
Eamonn Walker,19299,2,"London, England, UK",61.0,"['A Lonely Place to Die', 'The Company Men', '17th Precinct', 'Legacy']","[81390.0, 44129.0, 768685.0, 45568.0]"
Ed Skrein,1047649,2,"Camden, London, England",41.0,"['Piggy', 'Ill Manors', 'The Transporter Refueled', 'Sword of Vengeance', 'Northmen: A Viking Saga', 'Kill Your Friends', 'Tiger House', 'The Model', 'The Sweeney', 'In Darkness', 'Tau', 'Deadpool', 'If Beale Street Could Talk', 'Maleficent: Mistress of Evil', 'Midway', 'Alita: Battle Angel', 'Mona Lisa and the Blood Moon', 'Naked Singularity', 'Born a King', 'Rebel Moon - Part One: A Child of Fire', 'I Used to Be Famous']","[96631.0, 109843.0, 287948.0, 313074.0, 286873.0, 318922.0, 341077.0, 348677.0, 116613.0, 417643.0, 411143.0, 293660.0, 465914.0, 420809.0, 522162.0, 399579.0, 522526.0, 624789.0, 501591.0, 848326.0, 1013228.0]"
Ed Speleers,25438,2,"Chichester, West Sussex, England",36.0,"['Witchville', 'The House That Jack Built', 'A Lonely Place to Die', 'Love Bite', 'Plastic', 'Howl', 'Alice Through the Looking Glass', 'Remainder', 'Breathe', 'Zoo', 'Dark Whispers - Volume 1', 'Against the Ice', 'Irish Wish', 'Star Trek: Picard - The IMAX Live Series Finale Event']","[42053.0, 398173.0, 81390.0, 142591.0, 208869.0, 38568.0, 241259.0, 362699.0, 407445.0, 552504.0, 618331.0, 836009.0, 1019420.0, 1111972.0]"
